id,DATA_MOVER_SHARING,CONVOLVERS,KERNEL_CLOCK,IMPL_STRATEGY,DATA_MOVER_CLOCK,CLOCK_UNCERTAINTY,state,presynth_time,synth_time,impl_time,run_time
1,0,10,2,16,3,19.79192530457753,PE4,inf,inf,inf,inf
2,0,1,2,8,0,8.183800479218473,TIMING,514.83,643.81,inf,inf
3,3,2,1,2,1,64.4395943365004,OK,630.98,640.57,352.8,1270744612.0
4,1,11,0,15,1,25.2839981593059,PE4,inf,inf,inf,inf
5,3,7,0,1,3,62.54298752230522,IE6,2460.29,710.58,inf,inf
6,3,1,1,0,0,93.42945196186835,TIMING,524.89,636.31,inf,inf
7,3,15,1,1,1,95.98650634198614,PE4,inf,inf,inf,inf
8,3,1,1,4,1,67.39098605203391,OK,518.54,610.48,307.98,1739848664.0
9,3,2,1,17,1,63.539619994045104,OK,643.39,659.56,359.09,1263575652.0
10,1,2,0,8,3,76.17850901443202,TIMING,648.88,665.03,inf,inf
11,3,3,3,15,1,65.62074112451478,TIMING,793.68,640.99,inf,inf
12,3,2,0,25,2,64.5484375530017,TIMING,619.6,636.82,inf,inf
13,1,1,2,4,1,52.21233949845774,TIMING,511.1,668.31,inf,inf
14,3,1,2,17,1,18.422579477692718,TIMING,545.62,666.44,inf,inf
15,2,1,1,2,3,9.687847550864792,TIMING,516.87,607.24,inf,inf
16,3,1,1,5,2,28.608263676272966,TIMING,544.83,645.3,inf,inf
17,3,1,1,19,0,63.5763747244749,TIMING,521.42,655.45,inf,inf
18,3,1,1,23,0,67.47664078387592,TIMING,526.82,605.29,inf,inf
19,3,15,1,18,1,68.87466206678869,PE4,inf,inf,inf,inf
20,0,1,2,4,1,67.29775179300009,TIMING,510.96,599.92,inf,inf
21,3,8,1,3,1,73.81434865261879,IE6,3237.86,949.01,inf,inf
22,0,2,1,2,2,63.06473224309129,TIMING,642.88,627.88,inf,inf
23,3,1,0,5,1,63.394856396805935,TIMING,524.96,608.15,inf,inf
24,3,2,1,2,0,74.52663878464223,TIMING,642.88,636.01,inf,inf
25,0,14,3,18,1,64.20837830943947,PE4,inf,inf,inf,inf
26,1,2,1,25,1,16.401461927546922,TIMING,638.93,629.13,inf,inf
27,2,3,2,24,2,64.41241745786597,RE1,801.39,597.93,368.64,inf
28,3,3,1,8,1,64.35018433319318,TIMING,807.31,682.52,inf,inf
29,3,2,0,23,1,63.0686863002837,TIMING,632.24,637.89,inf,inf
30,2,1,1,8,1,64.90801767816541,OK,546.69,674.34,303.03,1737356080.0
31,3,2,1,2,3,61.5352776938241,TIMING,656.7,631.4,inf,inf
32,3,2,1,17,0,28.117651464380543,TIMING,656.75,623.26,inf,inf
33,1,1,1,6,2,63.5085419912757,TIMING,587.45,611.91,inf,inf
34,0,1,1,10,2,66.18064407750235,TIMING,587.44,639.45,inf,inf
35,2,2,3,13,0,64.9406642044019,TIMING,636.73,677.32,inf,inf
36,0,1,2,9,1,64.31873358856906,TIMING,586.93,637.37,inf,inf
37,3,6,0,20,2,63.53530012874068,TIMING,1901.86,743.24,inf,inf
38,1,1,1,2,0,65.15842996558217,TIMING,547.49,608.03,inf,inf
39,2,1,0,14,2,64.57984926735233,TIMING,543.72,618.42,inf,inf
40,2,1,1,5,2,65.63702739140945,TIMING,546.24,614.18,inf,inf
41,3,2,2,4,1,51.26972173364558,TIMING,643.62,629.07,inf,inf
42,3,2,3,17,1,67.40832911846512,TIMING,655.23,647.75,inf,inf
43,3,1,1,0,1,100.0,OK,552.66,643.12,321.52,1675043282.0
44,2,1,1,8,1,100.0,OK,552.59,616.88,334.83,1675010832.0
45,3,1,3,0,1,100.0,PE?,inf,inf,inf,inf
46,3,2,0,2,0,98.04751500161763,TIMING,651.29,642.39,inf,inf
47,3,16,1,0,1,100.0,PE4,inf,inf,inf,inf
48,3,2,2,8,3,99.09342922557312,TIMING,649.77,635.16,inf,inf
49,2,8,1,27,3,100.0,IE6,2960.26,774.17,inf,inf
50,0,1,1,15,1,90.70273580048614,TIMING,524.83,622.75,inf,inf
51,3,2,1,5,2,99.62775124966615,TIMING,643.73,635.46,inf,inf
52,2,1,1,27,1,100.0,OK,526.52,628.04,311.91,1674943698.0
53,2,4,0,27,2,99.98954158332525,TIMING,1060.27,655.2,inf,inf
54,3,8,1,3,2,29.068103912262433,TIMING,3252.8,655.79,inf,inf
55,0,1,0,0,1,99.99740418935193,TIMING,564.03,641.95,inf,inf
56,1,1,2,0,1,100.0,PE?,inf,inf,inf,inf
57,3,1,1,8,1,100.0,OK,546.18,628.02,335.59,1674958000.0
58,3,3,1,27,3,100.0,TIMING,799.6,606.41,inf,inf
59,3,1,0,27,1,100.0,PE?,inf,inf,inf,inf
60,3,1,2,27,1,66.10939073144174,TIMING,545.69,601.54,inf,inf
61,1,1,1,16,2,7.915640721973594,TIMING,516.58,654.16,inf,inf
62,0,1,2,8,0,100.0,PE?,inf,inf,inf,inf
63,2,1,1,11,1,98.57307676833413,TIMING,552.36,629.5,inf,inf
64,3,1,3,2,2,64.51150974100109,TIMING,550.85,641.09,inf,inf
65,2,1,1,8,1,73.36556585111835,TIMING,547.87,639.25,inf,inf
66,1,1,2,17,2,27.29308218831008,OK,535.64,603.75,302.23,1938349080.0
67,2,1,0,5,1,91.21884295628959,TIMING,526.08,663.79,inf,inf
68,2,1,0,0,3,100.0,PE?,inf,inf,inf,inf
69,1,1,3,22,2,40.392795201144274,TIMING,526.25,644.6,inf,inf
70,2,1,3,19,1,27.405090833963975,TIMING,521.24,640.79,inf,inf
71,1,1,3,22,3,57.3404357108367,TIMING,536.41,607.71,inf,inf
72,3,1,1,0,1,0.0,PE?,inf,inf,inf,inf
73,2,1,3,17,2,2.726606523621622,TIMING,524.59,646.31,inf,inf
74,0,1,2,18,3,26.624513504048174,TIMING,524.24,657.74,inf,inf
75,3,4,3,18,2,26.42310411082798,TIMING,1027.08,632.61,inf,inf
76,3,1,2,1,1,67.57908044828422,TIMING,522.87,661.22,inf,inf
77,0,1,2,11,0,27.08523050381112,TIMING,527.01,652.99,inf,inf
78,3,3,2,14,3,19.774756452933207,TIMING,787.96,656.51,inf,inf
79,1,2,2,17,2,33.00826268152483,OK,628.81,634.95,309.12,1394709854.0
80,3,1,0,10,1,100.0,PE?,inf,inf,inf,inf
81,2,1,1,15,3,100.0,TIMING,541.59,615.2,inf,inf
82,2,1,1,15,1,35.25856968275028,OK,515.85,641.14,331.03,1592389128.0
83,0,1,3,17,1,60.318780607275166,TIMING,541.59,622.43,inf,inf
84,0,7,0,17,2,37.080722088593,TIMING,2480.94,752.74,inf,inf
85,1,1,1,27,1,31.111491236499656,OK,569.47,663.61,291.8,1578318800.0
86,1,1,2,17,2,38.79832165378648,OK,532.96,637.58,292.03,1939420188.0
87,2,1,2,14,1,33.231326234621164,TIMING,570.0,637.7,inf,inf
88,1,1,0,17,3,27.878106411435233,TIMING,568.95,661.3,inf,inf
89,2,1,1,18,1,58.6030161910261,OK,517.27,645.44,347.58,1660818368.0
90,0,1,2,26,0,38.143143508465684,TIMING,543.87,653.18,inf,inf
91,3,1,1,17,2,38.73232577088387,TIMING,543.9,615.56,inf,inf
92,1,2,2,16,2,35.619077288641975,OK,617.19,665.69,293.61,1394886962.0
93,0,6,1,5,0,5.3672108882824805,TIMING,1877.68,642.33,inf,inf
94,1,1,3,17,3,35.249790289943526,TIMING,524.05,613.16,inf,inf
95,2,1,1,18,0,43.762953212193324,TIMING,523.68,643.74,inf,inf
96,2,2,1,16,2,100.0,TIMING,618.24,669.87,inf,inf
97,0,3,3,24,2,31.027750562528,TIMING,796.84,646.49,inf,inf
98,2,2,2,18,1,55.2909891824075,TIMING,638.28,621.33,inf,inf
99,1,1,2,17,2,37.996060870201106,OK,528.99,606.02,273.06,1939485300.0
100,2,1,1,17,1,42.238044906337024,TIMING,526.31,651.31,inf,inf
101,2,1,1,15,1,34.301053882540764,TIMING,556.08,665.03,inf,inf
102,1,2,2,8,2,34.10499353325823,OK,617.87,651.96,298.02,1394826122.0
103,0,2,2,27,2,33.04077909446336,OK,651.28,634.58,301.63,1394796784.0
104,1,1,2,15,1,38.86529108235494,TIMING,556.67,613.24,inf,inf
105,1,2,2,19,1,36.72588917914541,TIMING,612.67,625.47,inf,inf
106,1,1,1,27,1,90.71393364111803,TIMING,543.21,642.79,inf,inf
107,0,2,1,22,2,36.473861618854066,TIMING,615.12,636.52,inf,inf
108,0,1,1,11,0,35.55424889391797,TIMING,543.21,643.41,inf,inf
109,1,1,3,16,2,32.35556967149669,TIMING,540.67,610.09,inf,inf
110,2,1,1,0,1,100.0,OK,530.07,648.57,322.2,1674933338.0
111,1,2,2,26,1,32.596144244312455,TIMING,620.66,669.69,inf,inf
112,1,1,1,27,3,33.66993340691877,TIMING,538.95,655.07,inf,inf
113,1,3,2,27,2,32.60231553343932,TIMING,791.67,659.54,inf,inf
114,1,2,2,14,2,34.57099213869787,OK,610.21,645.59,294.14,1394847842.0
115,3,1,1,27,0,0.8185324864759493,TIMING,518.45,659.94,inf,inf
116,2,2,0,17,2,35.28673234978923,TIMING,621.82,624.55,inf,inf
117,0,1,2,17,2,58.38950409979008,OK,539.89,642.61,289.13,2031468128.0
118,3,1,1,20,1,57.00787580951751,OK,520.26,643.72,304.57,1646151436.0
119,1,1,0,13,2,34.78032937701839,TIMING,536.27,659.63,inf,inf
120,1,1,2,7,3,35.11599160912219,TIMING,513.78,631.83,inf,inf
121,1,1,2,20,2,30.20812599820788,OK,520.52,631.81,299.53,1938228446.0
122,2,2,0,13,0,91.50808753778588,TIMING,640.66,631.12,inf,inf
123,0,1,1,17,1,57.71408898846649,OK,530.76,663.65,318.37,1646097692.0
124,0,1,2,17,2,89.25006576812414,OK,533.25,632.74,306.71,2543520046.0
125,0,1,1,20,2,32.69546637559459,TIMING,542.33,640.94,inf,inf
126,0,1,2,18,1,87.29741886448902,TIMING,549.59,611.06,inf,inf
127,2,2,1,9,1,56.80481875255712,OK,623.85,653.66,353.08,1224131702.0
128,1,1,2,19,2,59.80161256376436,OK,515.04,661.84,293.13,2079825100.0
129,2,1,1,17,1,58.96679670568148,OK,520.28,635.04,343.23,1660815466.0
130,2,1,1,18,1,64.06835811888499,OK,543.58,604.2,307.47,1722073744.0
131,3,2,1,13,1,61.21002080665322,OK,636.12,654.83,367.32,1253736016.0
132,0,2,2,17,2,98.00394734047259,OK,628.23,634.47,366.13,1870566576.0
133,0,1,2,26,2,67.4752821347855,OK,527.9,644.09,284.43,2103407130.0
134,3,2,1,8,1,61.066237785928955,OK,640.31,668.04,373.66,1253759920.0
135,2,1,1,17,2,73.65223701184095,TIMING,546.68,612.65,inf,inf
136,2,1,2,12,2,39.20511102825523,OK,528.02,629.14,282.63,1939384130.0
137,3,2,1,10,1,52.49765586065928,OK,642.45,625.16,323.24,1224067502.0
138,1,1,2,21,2,37.544620192468535,OK,534.1,606.7,277.36,1939502702.0
139,3,1,1,4,1,95.16852877320203,TIMING,527.63,633.7,inf,inf
140,3,9,1,27,0,27.65142151892358,PE4,inf,inf,inf,inf
141,0,1,2,12,2,36.85787647058507,OK,512.58,645.75,280.18,1939504824.0
142,3,1,2,20,2,60.36749602705438,OK,564.45,603.92,297.28,2080217784.0
143,2,1,2,9,1,58.282180877711234,TIMING,565.21,668.13,inf,inf
144,2,1,2,20,2,33.20819512006463,OK,564.45,608.74,283.09,1939374152.0
145,1,1,2,27,2,47.31512119912919,OK,548.07,637.97,270.95,1983940752.0
146,1,2,2,24,2,33.28537017693631,OK,616.6,614.7,309.44,1394823804.0
147,3,1,2,15,2,29.729611997986403,OK,548.51,670.02,291.57,1938249238.0
148,0,2,2,15,3,43.993669074115594,TIMING,620.44,674.76,inf,inf
149,3,1,2,27,2,97.9530409807509,OK,572.8,632.43,311.25,2543503964.0
150,2,1,1,26,1,56.271958980466444,OK,522.45,678.47,303.6,1644689346.0
151,2,1,2,21,2,33.1016634155214,OK,554.85,646.52,303.19,1939382278.0
152,0,1,2,25,2,72.47997227952293,OK,567.37,644.59,284.6,2107294488.0
153,2,2,1,14,1,48.949892519865436,TIMING,671.25,641.2,inf,inf
154,2,2,2,25,2,40.91442466853971,OK,655.5,676.4,292.79,1405986002.0
155,2,2,2,16,2,51.75058316787804,OK,669.48,675.97,287.37,1428435424.0
156,0,2,2,23,2,54.32719081738584,OK,614.17,662.17,311.89,1440966950.0
157,3,1,1,23,1,58.5385321980534,OK,547.78,623.21,339.99,1660837328.0
158,0,1,1,21,1,62.089280926921454,OK,540.44,662.27,323.19,1720973348.0
159,2,2,2,24,2,44.013278089788535,OK,630.32,639.55,293.49,1406880696.0
160,2,1,2,16,2,39.50183841695001,OK,547.78,634.57,292.49,1939927610.0
161,0,1,1,20,1,60.47975120814283,OK,524.69,650.19,308.63,1646815724.0
162,3,1,2,23,2,37.00368342541801,OK,525.95,639.66,282.45,1939383508.0
163,1,2,1,9,2,45.46263444180919,TIMING,624.99,617.33,inf,inf
164,0,2,2,18,2,40.38374026685394,OK,624.21,650.08,323.43,1405975556.0
165,0,2,2,15,2,78.08277400266995,OK,665.18,642.78,368.24,1576709090.0
166,1,1,2,20,2,54.26458513890148,OK,544.84,641.36,276.51,2027157138.0
167,3,2,2,16,2,37.38826634380651,OK,644.6,631.75,298.63,1394916742.0
168,1,7,3,8,2,52.960011650613595,TIMING,2459.28,722.05,inf,inf
169,2,1,1,20,1,100.0,OK,543.93,647.32,327.44,1674916650.0
170,2,1,1,25,2,60.76753293024218,TIMING,528.02,667.46,inf,inf
171,3,1,2,15,2,40.301714616694895,OK,543.19,635.12,284.62,1960950502.0
172,2,2,2,21,2,81.66533985872364,OK,646.35,675.65,346.99,1689399800.0
173,1,1,2,22,2,35.5383775169901,OK,536.62,636.98,276.31,1939429378.0
174,0,2,1,18,1,60.57342611722376,TIMING,627.25,651.07,inf,inf
175,1,2,2,23,2,38.49552955729485,OK,634.09,651.14,292.3,1394937844.0
176,0,1,1,27,1,50.867565456496,OK,527.05,651.35,313.64,1645621600.0
177,1,1,2,24,2,42.10576296973304,OK,512.78,669.85,286.73,1961448460.0
178,3,1,1,0,2,100.0,TIMING,518.38,662.15,inf,inf
179,0,1,2,27,2,51.185475416293635,OK,546.44,630.07,274.44,2005052644.0
180,3,1,2,20,2,59.025796663891406,OK,537.86,640.98,282.91,2074585286.0
181,3,2,2,21,2,39.766854467871084,OK,659.76,696.7,308.18,1394865386.0
182,3,2,2,13,2,68.65959023769408,OK,666.88,645.36,321.96,1497258114.0
183,3,1,2,14,2,54.51626864382555,OK,525.77,670.17,287.61,2027119466.0
184,2,2,2,16,2,40.10180223066586,OK,666.06,649.23,293.56,1405879258.0
185,2,2,2,9,2,50.229514731993504,OK,648.2,674.81,303.17,1428449714.0
186,0,1,2,21,2,54.18910439119973,OK,537.9,667.55,286.71,2027134184.0
187,0,2,1,9,1,67.01946451145415,OK,633.76,628.13,352.29,1274019818.0
188,3,1,1,20,1,50.95007526264337,OK,532.68,602.05,313.49,1645597974.0
189,2,1,2,24,2,46.86947689541705,OK,520.42,613.51,273.83,1963943770.0
190,3,2,2,24,2,88.69283332904067,OK,627.46,633.32,360.11,1870623928.0
191,2,2,1,10,1,57.829897567385636,OK,632.42,645.3,348.97,1224655074.0
192,1,1,1,24,1,55.64639255952382,OK,531.69,666.42,302.17,1644705304.0
193,1,1,2,20,2,58.41831629714894,OK,523.65,646.8,289.67,2031495112.0
194,0,1,2,24,2,52.0222190495895,OK,522.66,639.88,274.67,2005014222.0
195,2,1,1,19,1,78.5401944939206,TIMING,550.68,633.72,inf,inf
196,3,2,2,25,2,17.205154840480997,OK,634.44,658.19,298.58,1383758392.0
197,3,1,2,20,2,70.12190643794716,OK,552.41,668.81,288.24,2106300314.0
198,2,2,1,24,1,51.03600306085608,TIMING,648.7,682.53,inf,inf
199,3,1,2,12,2,40.984931698203546,OK,514.99,636.27,281.51,1960915532.0
200,3,1,1,10,1,54.34173600816408,OK,551.73,661.49,312.28,1644746016.0
201,0,2,2,24,2,43.67730216876575,OK,630.27,660.17,293.17,1406919332.0
202,3,1,2,26,2,32.2713688530219,OK,583.28,671.59,281.16,1938365418.0
203,1,1,1,19,1,55.350573848624954,OK,583.65,672.33,316.91,1644726090.0
204,2,1,1,11,1,70.10847566394305,OK,583.29,605.41,318.57,1742758846.0
205,2,2,2,14,2,81.54632233490905,OK,652.47,661.67,349.03,1689328324.0
206,3,2,2,9,2,46.03509952060401,OK,615.43,651.08,291.46,1407769500.0
207,1,2,1,18,1,68.65030348642308,TIMING,651.62,635.98,inf,inf
208,3,2,2,22,2,42.95306846263727,OK,608.85,615.35,323.03,1405887312.0
209,3,1,1,27,1,18.339039523084367,TIMING,521.45,624.22,inf,inf
210,1,1,2,20,2,67.09980081190044,OK,517.69,611.16,297.03,2106059156.0
211,3,2,2,15,2,43.96206298045284,OK,619.9,660.56,298.64,1406930052.0
212,1,1,2,27,2,35.89214675009512,OK,518.05,631.44,282.28,1939496348.0
213,3,1,1,14,1,63.480345890521605,OK,542.74,599.86,308.66,1722073092.0
214,2,1,2,17,2,57.83221702735308,OK,543.97,672.03,288.64,2031552752.0
215,0,2,2,7,2,17.56935797299587,OK,621.86,628.2,304.11,1383774654.0
216,2,1,2,27,3,21.75845272026099,TIMING,522.72,629.96,inf,inf
217,3,1,1,16,1,58.68613391855253,OK,569.35,604.57,343.15,1660783132.0
218,0,1,1,26,1,58.169203600242106,OK,526.47,636.65,308.74,1646889054.0
219,2,1,1,9,1,55.10443586564945,OK,570.14,624.97,307.93,1644579426.0
220,2,1,1,14,1,57.074069797127216,OK,570.14,643.0,307.7,1646119546.0
221,0,1,2,12,2,33.2676194050278,OK,542.53,604.07,288.26,1939425620.0
222,3,1,2,21,2,45.317488399400155,OK,543.93,625.87,267.08,1963515260.0
223,0,1,2,13,2,56.36619733750575,OK,520.35,637.51,283.58,2028245968.0
224,3,1,2,16,2,70.47606793428427,OK,518.87,672.56,281.29,2106290374.0
225,3,1,2,18,2,36.96478966598696,OK,518.57,636.13,281.27,1939411778.0
226,3,1,1,16,1,55.22423961990626,OK,521.32,646.98,312.98,1644587296.0
227,3,1,2,11,2,45.27302611327033,OK,537.69,670.21,282.13,1963450710.0
228,1,1,1,10,1,57.282739365178195,OK,546.32,629.44,299.51,1646078876.0
229,0,2,2,18,2,54.82909295844575,OK,633.7,641.01,309.21,1440961162.0
230,0,1,2,18,2,32.19722880753449,OK,526.28,672.75,282.79,1938406190.0
231,1,2,2,13,2,53.07117206369448,OK,619.35,623.7,323.82,1429333130.0
232,2,1,2,25,2,26.186106963622933,OK,513.18,654.6,277.91,1938332018.0
233,2,2,2,10,2,75.31258428710788,OK,635.6,634.02,329.21,1568945482.0
234,3,1,1,24,1,55.132486389311765,OK,540.38,642.89,312.87,1644650220.0
235,0,1,1,14,1,57.97176604113253,TIMING,516.19,676.19,inf,inf
236,2,1,1,14,1,63.372280082020396,OK,541.59,647.73,305.85,1722028062.0
237,3,1,2,18,2,52.37687497249812,OK,554.85,687.09,267.1,2004967354.0
238,2,1,1,18,1,53.56679493053651,OK,579.7,637.97,298.45,1644633318.0
239,1,1,1,12,1,54.81751081881689,OK,578.84,715.34,308.09,1644708488.0
240,2,1,2,18,2,39.08070390597791,OK,578.84,655.3,298.99,1939400808.0
241,0,1,2,15,2,23.335444379204162,OK,518.49,637.4,271.84,1917911518.0
242,0,11,3,24,0,65.53607283711064,PE4,inf,inf,inf,inf
243,0,2,2,13,2,33.51421061677697,OK,625.0,611.26,294.55,1394776278.0
244,0,1,1,8,1,66.44264555693205,OK,524.68,659.69,298.59,1739289316.0
245,2,2,2,16,2,5.819372542975021,TIMING,621.77,605.78,inf,inf
246,3,1,2,14,2,87.11906331913208,OK,544.28,655.95,317.85,2543532178.0
247,3,1,1,16,1,52.116721866187156,OK,528.76,633.02,313.75,1645969644.0
248,3,1,2,10,2,74.48913183922019,OK,543.21,634.76,286.71,2218505416.0
249,1,1,2,15,2,28.681180650688386,OK,540.38,661.44,282.54,1938299906.0
250,1,2,2,24,2,87.19145123434461,OK,638.11,654.08,363.72,1870597498.0
251,1,1,2,7,2,32.71282639973029,OK,541.08,640.05,294.97,1938343390.0
252,2,2,2,13,2,59.905540264912915,OK,620.35,630.5,308.57,1473247922.0
253,2,1,1,27,1,58.11334398459616,OK,551.37,625.12,304.46,1646838620.0
254,2,1,2,15,2,96.91428469786516,OK,555.21,636.03,311.93,2543437172.0
255,1,2,1,11,1,54.16364786862863,OK,631.78,642.8,388.62,1223426650.0
256,3,1,1,14,1,51.82187703366849,OK,552.09,652.37,292.57,1645963790.0
257,0,1,2,21,2,55.83675328167202,OK,530.06,673.54,287.09,2027140888.0
258,3,1,2,19,2,54.425731376199884,OK,548.33,632.35,284.2,2027119606.0
259,2,1,2,13,2,58.92649263179588,OK,540.97,626.26,278.25,2074632430.0
260,3,2,1,18,1,61.30606219422046,OK,637.55,672.19,357.57,1262575930.0
261,2,2,2,27,2,58.5364988926547,OK,627.6,655.61,311.98,1448567270.0
262,2,1,2,11,2,77.62935181517997,OK,555.41,613.93,304.17,2247102852.0
263,2,2,2,21,2,81.70007261895337,OK,637.97,663.08,348.37,1689394162.0
264,1,1,2,21,2,70.76077848954823,OK,562.03,640.11,283.96,2107341178.0
265,3,2,1,23,1,46.75934618335743,TIMING,625.18,645.28,inf,inf
266,2,2,1,27,1,65.60478778909943,OK,641.07,651.89,353.28,1271869344.0
267,1,2,1,12,1,57.04594920169011,OK,650.72,652.9,378.2,1224221142.0
268,0,2,2,8,2,52.476378707813865,OK,645.45,602.18,288.49,1428512006.0
269,1,1,2,16,2,54.57298856193952,OK,533.57,626.39,282.78,2027209898.0
270,3,2,2,10,2,48.173603882854806,OK,633.58,610.8,287.01,1428389586.0
271,2,1,1,25,1,64.58541505446169,OK,538.4,624.82,312.16,1736052360.0
272,1,1,2,26,2,72.03097706449888,OK,535.29,670.3,282.3,2107291428.0
273,1,1,2,11,2,12.004666330037638,OK,517.64,641.05,277.34,1897269638.0
274,0,2,2,19,2,64.07533568832343,OK,619.42,628.14,327.64,1495184272.0
275,3,2,2,12,2,56.170368037840326,OK,643.82,642.23,305.8,1441999264.0
276,3,2,1,13,1,56.80191664262132,OK,651.13,642.28,363.18,1224248428.0
277,3,2,2,18,2,46.57437524226945,OK,657.69,616.11,297.55,1407888454.0
278,3,1,1,8,1,54.78438504636054,OK,558.99,641.31,312.05,1644609384.0
279,2,2,2,21,2,68.92771938453637,OK,624.15,626.88,322.08,1497236316.0
280,2,1,1,13,1,59.73785732332851,OK,558.98,669.25,312.01,1646738982.0
281,1,2,2,13,2,27.36611292355795,OK,615.26,649.61,292.66,1393812002.0
282,0,2,2,23,2,56.3949221617702,OK,631.33,644.97,323.37,1442005012.0
283,1,1,2,20,2,88.64202080174297,OK,532.41,654.23,316.58,2543483068.0
284,3,1,2,16,2,12.12635758390299,OK,535.17,655.89,281.6,1897298758.0
285,1,2,2,12,2,60.52456981520009,OK,620.37,637.21,321.96,1473294358.0
286,3,1,2,11,2,42.73573643371278,OK,538.63,628.91,283.02,1961536004.0
287,0,1,2,7,2,10.564558874464971,OK,546.02,630.97,289.58,1897200954.0
288,2,2,2,23,2,60.614910644780615,OK,619.59,626.58,322.5,1473333374.0
289,3,1,1,16,1,59.48168318910333,OK,532.52,629.85,312.94,1660770830.0
290,2,2,2,10,2,86.76663276730442,OK,642.27,674.35,357.0,1870540176.0
291,0,2,2,19,2,33.94096841371192,OK,620.48,659.03,308.57,1394896548.0
292,1,1,1,14,1,63.44901718078402,OK,540.23,670.18,306.32,1722068648.0
293,0,1,2,26,2,38.460517935187596,OK,541.75,612.11,301.07,1939450802.0
294,3,1,1,24,1,58.83854733462002,OK,525.07,647.2,346.74,1660754544.0
295,3,2,2,8,2,84.18912478643314,OK,661.2,694.21,389.04,1780213530.0
296,2,1,2,15,2,16.910714706325468,OK,521.39,668.11,276.74,1917339146.0
297,1,2,2,17,2,46.46432972380487,OK,640.24,647.01,311.94,1407727658.0
298,1,1,2,1,2,50.01215490514473,OK,527.15,645.51,270.77,2005008536.0
299,1,1,2,8,2,60.78263365073418,OK,529.38,646.41,298.12,2080333520.0
300,3,2,0,1,1,67.16381569742184,TIMING,658.56,663.1,inf,inf
301,2,1,2,18,2,26.645961375836734,OK,534.11,664.29,297.22,1938164856.0
302,1,2,2,26,2,21.146483549276677,OK,618.23,621.38,297.73,1383737802.0
303,0,1,2,23,2,38.91068260646469,OK,526.9,602.06,278.41,1939397412.0
304,1,2,2,15,2,95.9796941631359,OK,647.51,635.54,363.59,1870642672.0
305,0,2,2,11,2,99.03202091824228,OK,675.03,660.29,362.55,1870691846.0
306,0,2,2,26,2,69.46644245890198,OK,619.53,639.77,320.47,1497241504.0
307,0,2,2,27,2,32.57039513743021,OK,653.39,663.44,297.61,1393790100.0
308,3,2,2,15,2,98.1751120181267,OK,687.19,632.15,365.12,1870617068.0
309,3,2,2,2,2,30.168651756520692,OK,622.48,637.84,311.94,1393697314.0
310,1,2,2,23,2,80.7963066044247,OK,627.11,661.57,369.02,1673924692.0
311,3,1,1,26,1,98.23577991977332,TIMING,535.05,653.43,inf,inf
312,1,1,2,1,2,57.745185601812935,OK,525.9,671.08,286.42,2031551278.0
313,2,2,2,9,2,53.57610214155031,OK,639.97,641.18,318.35,1429391330.0
314,3,2,2,24,2,68.37931314946724,OK,662.16,640.81,308.45,1497257368.0
315,3,1,2,6,2,26.327082936738933,OK,550.33,646.79,272.31,1938331706.0
316,3,2,2,19,2,16.245889616352805,OK,616.36,633.86,307.06,1383704898.0
317,2,1,2,21,2,44.66610002134414,OK,534.37,637.66,289.19,1962892854.0
318,3,2,2,8,2,30.30447461230523,OK,626.52,611.16,319.64,1393761100.0
319,2,2,2,16,2,55.070892499059056,OK,623.47,645.1,307.12,1441013602.0
320,0,1,3,1,3,39.267924863180546,TIMING,532.27,640.24,inf,inf
321,2,2,2,15,2,32.758354287340296,OK,613.04,639.23,301.98,1394760052.0
322,1,2,1,9,1,55.044022294889594,OK,625.05,617.44,352.74,1223438400.0
323,1,2,2,10,2,43.2903179292544,OK,606.74,661.1,303.11,1405775680.0
324,0,1,2,25,2,17.288501476108355,OK,531.02,614.34,299.38,1917324852.0
325,2,2,1,16,1,66.31912345055352,TIMING,641.66,627.36,inf,inf
326,3,2,2,26,2,45.31673788877515,OK,639.64,610.36,290.26,1407834294.0
327,3,1,2,21,2,64.22355017965724,OK,586.38,634.24,284.42,2103385804.0
328,3,2,2,25,2,44.59110922111898,OK,656.05,670.35,308.44,1407363422.0
329,1,1,2,17,2,9.845479439469184,OK,544.87,673.88,282.48,1897328966.0
330,2,1,2,21,2,33.121370207408994,OK,547.74,612.21,285.47,1939347578.0
331,3,1,1,18,1,56.97074561802248,OK,547.73,645.58,307.9,1646197330.0
332,1,2,2,8,2,49.626663365907135,OK,627.51,635.66,283.45,1428441368.0
333,3,1,2,21,2,59.50254951774,OK,747.52,651.79,302.26,2078773112.0
334,3,1,2,21,2,11.501414685816592,OK,558.51,659.43,286.72,1897244156.0
335,2,1,2,19,2,33.74340880320097,OK,558.58,656.95,294.32,1939395594.0
336,0,2,2,22,2,69.3742099699296,OK,850.54,630.07,315.48,1497308218.0
337,0,2,2,16,2,17.550461986043686,OK,646.63,631.63,292.54,1383778676.0
338,0,2,2,20,2,25.880537187554275,OK,621.98,608.0,299.6,1393756000.0
339,0,2,2,8,2,23.7921184123976,OK,648.84,645.88,309.45,1383826508.0
340,0,1,2,17,2,24.979065383276776,OK,549.78,674.74,272.93,1938352998.0
341,2,2,2,12,2,47.65175496308471,OK,651.38,679.38,293.45,1418365976.0
342,1,2,2,24,2,9.676428359514356,TIMING,625.22,621.97,inf,inf
